Row Labels,TotalOT,PL1,SL1,SP1,IP1,Total SL,TotalLeave,OT,10.5,AGE_YR,SERV_YR,Reason,Status
488K1,20.583,0.000,0.167,0.000,0.000,0.167,0.167,18.833,0.167,22,1,A,Resign
488K3,29.628,0.000,0.179,0.282,0.000,0.462,0.462,24.782,0.462,32,1,W,Working
488K4,43.214,0.000,0.905,0.048,0.000,0.952,0.952,33.214,0.952,23,1,W,Working
488K5,37.667,0.000,0.000,0.556,0.000,0.556,0.556,27.167,1.000,31,0,A,Resign
488K6,9.294,0.353,0.000,0.000,0.000,0.000,0.353,9.294,0.000,18,0,A,Resign
489G5,11.250,0.000,0.000,0.000,0.000,0.000,0.000,11.250,0.000,26,3,D,Resign
489G8,15.619,0.000,0.095,0.000,0.000,0.095,0.095,14.119,0.143,24,3,W,Working
489K3,42.256,0.436,0.538,0.128,0.308,0.974,1.410,30.679,1.103,28,1,W,Working
489K5,24.014,0.314,1.029,0.629,0.114,1.771,2.086,20.114,0.371,31,0,W,Working
489K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19,0,A,Resign
490K1,47.976,0.000,0.524,0.000,0.000,0.524,0.524,35.476,1.190,22,1,W,Working
490K4,49.571,0.476,1.000,0.048,0.095,1.143,1.619,35.571,1.333,23,1,W,Working
490K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24,0,W,Working
490K6,41.460,0.160,0.320,0.000,0.000,0.320,0.480,31.380,0.960,32,0,W,Working
491F2,13.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,0.143,23,4,W,Working
491H9,13.476,0.238,0.190,0.000,0.000,0.190,0.429,11.976,0.143,23,2,W,Working
491K5,38.389,0.222,1.056,0.333,0.000,1.389,1.611,29.056,0.889,38,0,W,Working
491K6,28.220,0.160,0.160,0.000,0.000,0.160,0.320,24.860,0.320,18,0,A,Resign
492G6,49.310,0.000,0.000,0.000,0.333,0.333,0.333,35.310,1.333,28,4,W,Working
492H2,36.929,0.095,0.762,0.048,0.000,0.810,0.905,27.429,0.905,29,3,W,Working
492H9,13.833,0.000,0.095,0.048,0.000,0.143,0.143,12.333,0.143,41,2,W,Working
492K1,44.381,0.238,0.048,0.429,0.095,0.571,0.810,33.381,1.048,23,1,W,Working
492K4,46.107,0.000,0.071,0.071,0.000,0.143,0.143,32.607,1.286,21,0,D,Resign
492K5,9.474,0.053,0.737,0.000,0.000,0.737,0.789,9.474,0.000,25,0,W,Working
492K6,0.000,0.167,0.333,0.833,0.000,1.167,1.333,0.000,0.000,40,0,A,Resign
493A4,43.095,0.000,0.000,0.000,0.000,0.000,0.000,33.095,0.952,42,6,W,Working
493F6,21.909,0.182,0.667,0.061,0.000,0.727,0.909,20.955,0.091,25,4,W,Working
493G9,51.762,0.000,0.000,0.000,0.000,0.000,0.000,38.262,1.286,27,3,W,Working
493H3,13.200,0.000,0.000,0.000,0.000,0.000,0.000,11.100,0.200,36,2,A,Resign
493K1,45.333,0.095,0.095,0.286,0.143,0.524,0.619,34.333,1.048,22,1,W,Working
493K2,1.875,0.000,0.000,0.000,0.000,0.000,0.000,1.875,0.000,45,2,A,Resign
493K5,50.686,0.171,0.000,0.000,0.000,0.000,0.171,37.486,1.257,26,0,W,Working
493K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24,0,A,Resign
494D6,35.024,0.048,0.048,0.000,0.000,0.048,0.095,28.524,0.619,28,5,W,Working
494H6,17.050,0.000,0.300,0.000,1.000,1.300,1.300,13.900,0.300,31,2,A,Resign
494K1,55.357,0.000,0.048,0.000,0.000,0.048,0.048,40.357,1.429,26,1,W,Working
494K2,33.857,0.286,0.000,0.143,0.143,0.286,0.571,29.357,0.429,31,2,A,Resign
494K3,37.532,0.129,0.742,0.387,0.065,1.194,1.323,28.387,0.871,20,1,A,Resign
494K4,49.619,0.238,0.429,0.238,0.000,0.667,0.905,36.119,1.286,22,1,W,Working
494K5,12.222,0.000,0.333,0.000,0.000,0.333,0.333,12.222,0.000,26,0,A,Resign
494K6,18.643,0.000,0.143,0.000,0.000,0.143,0.143,14.143,0.429,22,0,A,Resign
495D9,32.000,0.000,0.095,0.143,0.000,0.238,0.238,28.500,0.333,26,4,W,Working
495F2,11.500,0.000,0.059,0.000,0.000,0.059,0.059,9.647,0.176,42,4,A,Resign
495G8,13.119,0.048,0.095,0.000,0.000,0.095,0.143,11.619,0.143,32,3,W,Working
495H6,13.119,0.143,0.714,0.000,0.000,0.714,0.857,11.619,0.143,23,3,W,Working
495K2,17.857,0.143,0.000,0.429,0.429,0.857,1.000,17.857,0.000,26,2,A,Resign
495K5,49.757,0.000,0.457,0.000,0.057,0.514,0.514,36.557,1.257,20,0,W,Working
495K6,3.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,30,0,D,Resign
496H6,12.762,0.048,0.000,0.333,0.000,0.333,0.381,11.262,0.143,23,3,W,Working
496K1,13.850,0.000,0.300,0.100,0.000,0.400,0.400,12.800,0.100,28,1,D,Resign
496K4,70.190,0.000,0.190,0.048,0.000,0.238,0.238,48.190,2.095,36,1,W,Working
496K5,62.357,0.057,0.000,0.000,0.000,0.000,0.057,42.857,1.857,22,0,W,Working
496K6,26.643,0.000,0.429,0.000,0.000,0.429,0.429,20.643,0.571,24,0,D,Resign
497F8,28.071,0.714,0.000,0.000,0.000,0.000,0.714,22.071,0.571,29,3,A,Resign
497K1,28.976,0.048,0.143,0.095,0.000,0.238,0.286,20.976,0.762,25,1,W,Working
497K5,29.243,0.000,0.000,0.057,0.000,0.057,0.057,25.043,0.400,24,0,W,Working
497K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28,2,D,Resign
498F4,10.929,0.143,0.667,0.000,0.571,1.238,1.381,9.929,0.095,23,4,W,Working
498G9,66.143,0.000,0.000,0.000,0.000,0.000,0.000,44.143,2.095,30,3,W,Working
498H2,56.214,0.214,0.000,0.071,0.143,0.214,0.429,35.964,1.929,23,3,D,Resign
498H3,16.417,0.000,0.000,0.000,0.000,0.000,0.000,14.667,0.167,22,2,D,Resign
498K1,51.929,0.000,0.000,0.381,0.048,0.429,0.429,37.929,1.333,21,1,W,Working
498K2,43.905,0.476,0.714,0.000,0.000,0.714,1.190,32.905,1.048,19,1,W,Working
498K5,38.583,0.722,0.278,0.111,0.000,0.389,1.111,26.333,1.167,22,0,D,Resign
498K6,8.333,0.000,0.000,0.000,0.000,0.000,0.000,8.333,0.000,28,1,A,Resign
499F2,17.083,0.333,0.333,0.000,0.000,0.333,0.667,15.333,0.167,37,3,A,Resign
499G4,16.548,0.000,0.000,0.000,0.000,0.000,0.000,14.048,0.238,40,4,W,Working
499H2,36.143,0.190,0.333,0.095,0.000,0.429,0.619,28.143,0.762,22,3,W,Working
499H4,18.375,0.000,0.000,0.000,0.250,0.250,0.250,15.750,0.250,24,2,A,Resign
499K5,16.468,0.194,0.355,0.323,0.387,1.065,1.258,16.468,0.000,35,0,A,Resign
499K6,48.667,0.000,0.417,0.000,0.000,0.417,0.417,36.417,1.167,25,1,W,Working
500G9,19.529,0.059,0.000,0.000,0.000,0.000,0.059,18.294,0.118,24,3,D,Resign
500K5,20.571,0.000,0.000,0.286,0.000,0.286,0.286,14.571,0.571,33,0,A,Resign
500K6,31.750,0.250,0.750,0.000,0.000,0.750,1.000,26.500,0.500,20,0,W,Working
501A6,20.516,0.387,0.258,0.000,0.000,0.258,0.645,18.484,0.194,38,5,A,Resign
501D5,33.250,0.000,0.000,0.500,0.000,0.500,0.500,22.750,1.000,30,4,A,Resign
501H9,18.119,0.048,0.000,0.048,0.571,0.619,0.667,16.619,0.143,22,2,W,Working
501K1,43.262,0.095,0.048,0.000,0.429,0.476,0.571,33.262,0.952,31,1,W,Working
501K5,9.000,0.250,0.250,0.000,0.000,0.250,0.500,6.375,0.250,34,0,D,Resign
501K6,32.667,0.000,0.000,0.000,0.000,0.000,0.000,26.542,0.583,22,0,W,Working
502G3,10.000,0.600,0.500,0.000,0.000,0.500,1.100,10.000,0.000,40,3,D,Resign
502H9,21.652,0.909,0.303,0.121,0.000,0.424,1.333,19.424,0.212,23,2,W,Working
502K5,11.607,0.000,0.357,0.143,0.000,0.500,0.500,11.607,0.000,34,0,A,Resign
502K6,27.500,0.250,1.250,0.000,0.000,1.250,1.500,23.125,0.417,28,0,W,Working
503F5,10.857,0.000,0.000,0.190,0.238,0.429,0.429,9.357,0.143,25,4,W,Working
503G5,9.929,0.238,0.571,0.000,0.000,0.571,0.810,9.429,0.048,39,4,W,Working
503K5,0.714,1.000,0.000,0.000,0.000,0.000,1.000,0.714,0.000,26,0,D,Resign
503K6,33.208,0.000,0.083,0.000,0.000,0.083,0.083,27.083,0.583,28,0,W,Working
504H5,22.452,0.000,0.095,0.000,0.000,0.095,0.095,20.452,0.190,25,3,W,Working
504K2,48.786,0.143,0.000,0.143,0.000,0.143,0.286,35.286,1.286,25,1,A,Resign
504K3,30.333,0.583,0.000,0.167,0.333,0.500,1.083,24.208,0.583,22,1,A,Resign
504K4,55.524,0.000,0.000,0.000,0.000,0.000,0.000,40.024,1.476,28,1,W,Working
504K5,21.529,0.200,0.171,0.114,0.000,0.286,0.486,18.229,0.314,20,0,W,Working
504K6,24.563,0.125,0.125,0.000,0.000,0.125,0.250,19.313,0.500,36,0,A,Resign
505K2,48.095,0.000,0.190,0.524,0.000,0.714,0.714,35.595,1.190,23,1,W,Working
505K3,38.500,0.619,0.238,0.048,0.381,0.667,1.286,30.500,0.762,22,1,W,Working
505K5,14.350,0.000,0.000,1.500,0.000,1.500,1.500,14.350,0.000,32,0,D,Resign
505K6,15.167,0.000,2.083,0.000,0.000,2.083,2.083,13.417,0.167,24,0,A,Resign
506G3,18.143,0.071,0.857,0.000,0.000,0.857,0.929,15.143,0.286,44,3,A,Resign
506K5,20.855,0.161,0.645,0.065,0.000,0.710,0.871,17.806,0.290,25,0,A,Resign
506K6,28.542,0.167,0.083,0.000,0.000,0.083,0.250,24.167,0.417,18,0,W,Working
507A8,13.881,0.095,0.000,0.048,0.000,0.048,0.143,11.881,0.190,43,6,W,Working
507F3,15.952,0.000,0.000,0.000,0.286,0.286,0.286,13.452,0.238,32,4,W,Working
507G4,14.000,0.000,0.048,0.000,0.000,0.048,0.048,12.000,0.190,41,4,W,Working
507G5,38.643,0.000,0.000,0.190,0.000,0.190,0.190,29.143,0.905,27,4,W,Working
507H1,17.050,0.000,0.200,1.000,0.000,1.200,1.200,13.900,0.300,24,3,A,Resign
507H2,33.738,0.429,0.714,0.095,0.000,0.810,1.238,28.238,0.524,21,3,W,Working
507K1,43.048,0.000,0.000,0.000,0.000,0.000,0.000,33.548,0.905,29,1,W,Working
507K2,44.375,0.500,0.000,0.750,0.333,1.083,1.583,31.250,1.250,31,1,A,Resign
507K4,26.750,0.000,2.000,0.000,0.000,2.000,2.000,21.500,0.500,21,0,D,Resign
507K5,18.143,0.171,0.400,0.000,0.000,0.400,0.571,18.143,0.000,37,0,W,Working
507K6,8.200,0.000,0.000,0.000,0.000,0.000,0.000,6.100,0.200,19,0,D,Resign
508G7,46.881,0.143,0.095,0.000,0.333,0.429,0.571,35.881,1.048,28,4,W,Working
508G8,25.676,0.000,0.588,0.647,0.000,1.235,1.235,20.118,0.529,25,3,D,Resign
508K1,34.262,0.048,0.000,0.000,0.000,0.000,0.048,28.262,0.571,24,1,W,Working
508K2,56.357,0.000,0.476,0.000,0.000,0.476,0.476,40.857,1.476,26,1,W,Working
508K5,10.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,21,0,A,Resign
508K6,29.022,0.000,0.000,0.000,0.000,0.000,0.000,26.739,0.217,29,0,W,Working
509K5,32.043,0.114,0.114,0.000,0.000,0.114,0.229,27.243,0.457,20,0,W,Working
509K6,19.196,0.087,0.522,0.000,0.000,0.522,0.609,18.283,0.087,24,0,W,Working
510D9,39.262,0.000,0.000,0.095,0.000,0.095,0.095,30.762,0.810,25,4,W,Working
510H8,14.647,0.059,0.824,0.059,0.353,1.235,1.294,12.176,0.235,34,2,D,Resign
510K2,30.500,0.474,0.895,0.474,0.158,1.526,2.000,23.868,0.632,23,1,D,Resign
510K3,20.238,0.095,0.238,0.000,0.000,0.238,0.333,20.238,0.000,22,1,W,Working
510K5,26.243,0.229,0.171,0.657,0.057,0.886,1.114,22.043,0.400,27,0,W,Working
510K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25,0,A,Resign
511D9,0.000,0.381,0.381,0.667,0.000,1.048,1.429,0.000,0.000,25,4,W,Working
511H2,30.452,0.190,0.381,0.095,0.000,0.476,0.667,26.952,0.333,22,3,W,Working
511K2,43.050,1.300,0.000,0.800,0.000,0.800,2.100,29.400,1.300,29,1,D,Resign
511K3,25.905,0.190,0.143,0.000,0.000,0.143,0.333,23.905,0.190,31,1,W,Working
511K4,42.167,0.000,0.000,0.167,0.000,0.167,0.167,28.167,1.333,23,0,D,Resign
511K5,46.773,0.000,0.000,0.000,0.000,0.000,0.000,34.364,1.182,35,0,W,Working
511K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24,0,D,Resign
512H6,28.708,0.083,0.250,0.000,0.000,0.250,0.333,22.583,0.583,34,2,A,Resign
512H7,16.429,0.000,0.000,0.000,0.000,0.000,0.000,13.929,0.238,35,3,W,Working
512H8,3.750,0.500,1.750,0.000,0.000,1.750,2.250,3.750,0.000,39,2,A,Resign
512H9,10.625,0.000,0.750,0.000,0.000,0.750,0.750,10.625,0.000,38,2,A,Resign
512K3,55.048,0.238,0.143,0.095,0.000,0.238,0.476,37.048,1.714,24,1,W,Working
512K5,43.818,0.000,0.500,0.000,0.000,0.500,0.500,32.364,1.091,22,0,W,Working
512K6,55.065,0.000,0.087,0.000,0.000,0.087,0.087,39.543,1.478,22,0,W,Working
513H6,16.429,0.095,0.048,0.000,0.000,0.048,0.143,13.929,0.238,41,3,W,Working
513K1,27.000,0.048,0.333,0.000,0.000,0.333,0.381,23.500,0.333,28,1,W,Working
513K5,17.091,0.136,0.273,0.000,0.091,0.364,0.500,14.705,0.227,27,0,W,Working
513K6,29.105,0.474,0.421,0.105,0.000,0.526,1.000,23.579,0.526,26,0,A,Resign
514F3,8.976,0.000,0.000,0.000,0.476,0.476,0.476,8.476,0.048,29,4,W,Working
514F6,14.750,0.667,0.167,0.000,0.000,0.167,0.833,13.000,0.167,36,3,A,Resign
514G9,33.929,0.048,0.333,0.429,0.143,0.905,0.952,26.429,0.714,38,3,W,Working
514H3,14.294,0.118,1.176,0.118,0.000,1.294,1.412,12.441,0.176,28,3,A,Resign
514H6,17.125,0.000,0.250,0.000,0.000,0.250,0.250,14.500,0.250,30,2,A,Resign
514K2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28,0,A,Resign
514K3,18.125,0.000,0.250,0.000,0.000,0.250,0.250,18.125,0.000,21,0,A,Resign
514K5,19.342,0.211,0.474,0.105,0.684,1.263,1.474,16.579,0.263,28,0,W,Working
514K6,41.348,0.000,0.217,0.000,0.000,0.217,0.217,31.761,0.913,39,0,W,Working
515K2,44.905,0.000,0.000,0.000,0.000,0.000,0.000,33.405,1.095,32,1,W,Working
515K5,0.000,0.000,0.500,0.000,0.000,0.500,0.500,0.000,0.000,23,0,D,Resign
515K6,0.000,0.000,0.667,0.000,0.000,0.667,0.667,0.000,0.000,31,0,A,Resign
516H8,21.900,0.000,0.000,0.000,0.000,0.000,0.000,17.700,0.400,21,2,D,Resign
516K1,15.000,0.250,0.000,0.750,0.000,0.750,1.000,15.000,0.000,25,1,D,Resign
516K2,26.464,0.071,0.000,0.000,0.000,0.000,0.071,24.214,0.214,33,1,A,Resign
516K5,48.886,0.000,0.000,0.057,0.000,0.057,0.057,39.286,0.914,24,0,W,Working
516K6,12.500,0.000,0.304,0.000,0.000,0.304,0.304,12.500,0.000,27,0,W,Working
517A3,13.833,0.000,0.571,0.000,0.000,0.571,0.571,12.333,0.143,44,6,W,Working
517F6,17.500,0.000,0.000,0.000,0.000,0.000,0.000,17.500,0.000,27,3,A,Resign
517G8,10.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,22,3,A,Resign
517G9,24.000,0.000,0.424,0.000,0.000,0.424,0.424,21.773,0.212,26,3,W,Working
517K3,16.750,0.583,0.000,0.250,0.250,0.500,1.083,15.875,0.083,37,1,A,Resign
517K5,57.443,0.057,0.457,0.000,0.171,0.629,0.686,44.543,1.229,27,0,W,Working
517K6,1.667,0.000,0.000,0.333,0.000,0.333,0.333,1.667,0.000,19,0,D,Resign
518D2,43.167,0.048,0.143,0.048,0.000,0.190,0.238,33.667,0.905,42,5,W,Working
518F8,12.167,0.190,0.000,0.476,0.000,0.476,0.667,10.667,0.143,42,4,W,Working
518K2,44.238,0.333,0.000,0.190,0.143,0.333,0.667,32.238,1.143,21,1,W,Working
518K3,34.462,0.000,0.231,0.000,0.000,0.231,0.231,25.981,0.808,28,1,A,Resign
518K5,63.200,0.000,0.229,0.000,0.000,0.229,0.229,47.000,1.543,23,0,W,Working
518K6,32.000,0.000,0.000,0.600,0.000,0.600,0.600,21.500,1.000,25,0,D,Resign
519F5,15.321,0.000,0.357,0.071,0.357,0.786,0.786,13.821,0.143,26,4,A,Resign
519F8,17.206,0.059,0.059,0.000,0.000,0.059,0.118,14.118,0.294,24,4,A,Resign
519G9,10.625,0.000,0.000,0.000,0.000,0.000,0.000,10.625,0.000,39,2,A,Resign
519H1,18.929,0.143,0.000,0.214,0.000,0.214,0.357,16.679,0.214,26,3,A,Resign
519K3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29,0,D,Resign
519K4,43.667,0.524,1.000,0.095,0.000,1.095,1.619,32.667,1.048,38,1,W,Working
519K5,65.800,0.057,0.086,0.000,0.000,0.086,0.143,48.100,1.686,23,0,W,Working
519K6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18,0,D,Resign
520G2,66.357,0.048,0.143,0.000,0.000,0.143,0.190,45.857,1.952,32,4,W,Working
520G6,13.762,0.238,0.143,0.048,0.000,0.190,0.429,11.762,0.190,41,4,W,Working
520H8,6.875,0.000,0.750,0.000,0.000,0.750,0.750,6.875,0.000,21,2,A,Resign
520K1,22.690,0.286,0.190,0.095,0.000,0.286,0.571,20.190,0.238,27,1,W,Working
520K3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37,0,D,Resign
520K4,48.452,0.143,0.476,0.048,0.000,0.524,0.667,35.952,1.190,19,1,W,Working
520K5,33.361,0.000,0.222,0.111,0.111,0.444,0.444,26.944,0.611,31,0,D,Resign
520K6,25.167,0.000,0.083,0.000,0.000,0.083,0.083,23.417,0.167,24,0,W,Working
521D2,49.119,0.095,0.190,0.048,0.000,0.238,0.333,37.119,1.143,29,5,W,Working
521K1,52.714,0.143,0.000,0.048,0.000,0.048,0.190,36.714,1.524,25,1,W,Working
521K5,55.543,0.114,0.000,0.000,0.000,0.000,0.114,43.843,1.114,23,0,W,Working
521K6,23.417,0.000,0.000,0.000,0.000,0.000,0.000,22.542,0.083,22,0,W,Working
522F1,14.357,0.000,0.048,0.000,0.000,0.048,0.048,12.357,0.190,30,4,W,Working
522F8,15.190,0.000,0.000,0.000,0.000,0.000,0.000,13.190,0.190,36,4,W,Working
522K1,20.735,0.471,0.294,0.471,0.235,1.000,1.471,16.412,0.412,22,1,D,Resign
522K5,2.500,0.000,0.000,0.000,0.000,0.000,0.000,2.500,0.000,30,0,D,Resign
522K6,25.250,0.083,0.000,0.000,0.000,0.000,0.083,22.625,0.250,23,0,W,Working
523F7,0.359,1.359,0.000,0.410,0.256,0.667,2.026,0.359,0.000,25,4,W,Working
523G2,35.952,0.381,0.857,0.048,0.333,1.238,1.619,28.452,0.714,29,4,W,Working
523G5,13.476,0.095,0.476,0.000,0.000,0.476,0.571,11.976,0.143,41,4,W,Working
523K2,32.450,0.200,0.000,0.000,0.000,0.000,0.200,25.100,0.700,23,1,D,Resign
523K4,47.857,0.381,0.286,0.286,0.000,0.571,0.952,34.857,1.238,27,1,W,Working
523K5,27.643,0.143,0.000,0.000,0.000,0.000,0.143,18.643,0.857,27,0,D,Resign
523K6,38.667,0.333,0.083,0.083,0.000,0.167,0.500,29.917,0.833,18,0,W,Working
524H8,24.273,0.121,0.152,0.061,0.303,0.515,0.636,21.409,0.273,41,2,W,Working
524K3,37.381,0.048,1.952,0.048,0.143,2.143,2.190,26.881,1.000,22,1,W,Working
524K5,18.429,0.000,0.000,0.000,0.000,0.000,0.000,12.429,0.571,24,0,A,Resign
524K6,34.375,0.417,0.333,0.000,0.000,0.333,0.750,27.375,0.667,24,0,W,Working
525K2,35.143,0.214,0.000,0.429,0.000,0.429,0.643,26.143,0.857,23,1,A,Resign
525K5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26,0,D,Resign
525K6,31.833,1.083,0.167,0.000,0.000,0.167,1.250,25.708,0.583,21,0,W,Working
526D2,34.654,0.000,0.000,0.051,0.000,0.051,0.051,29.538,0.487,39,5,W,Working
526F8,16.667,0.000,0.095,0.000,0.000,0.095,0.095,14.167,0.238,42,4,W,Working
526G5,4.762,0.000,0.667,0.000,0.000,0.667,0.667,4.762,0.000,23,4,W,Working
526G8,16.083,0.083,0.000,0.000,0.000,0.000,0.083,13.458,0.250,39,3,A,Resign
526H4,13.476,0.000,0.190,0.048,0.000,0.238,0.238,11.976,0.143,36,3,W,Working
526H8,15.690,0.000,0.048,0.000,0.000,0.048,0.048,14.690,0.095,24,2,W,Working
526K1,23.857,0.286,0.000,0.000,0.714,0.714,1.000,20.857,0.286,23,1,A,Resign
526K3,32.738,0.238,0.190,0.000,0.000,0.190,0.429,27.738,0.476,22,1,W,Working
526K5,24.432,0.545,0.091,0.318,0.000,0.409,0.955,19.659,0.455,21,0,D,Resign
526K6,17.563,0.625,0.250,0.000,0.000,0.250,0.875,13.625,0.375,21,0,A,Resign
527F2,45.303,0.030,0.212,0.242,0.000,0.455,0.485,34.167,1.061,26,4,W,Working
527G4,19.300,0.000,0.000,0.000,0.000,0.000,0.000,16.150,0.300,27,3,A,Resign
527G8,8.750,0.000,0.000,0.000,0.000,0.000,0.000,8.750,0.000,23,3,A,Resign
527H9,19.786,0.000,0.000,0.000,0.286,0.286,0.286,18.286,0.143,34,2,W,Working
527K5,30.750,0.786,0.143,0.571,0.000,0.714,1.500,21.000,0.929,26,0,D,Resign
527K6,28.875,0.167,0.417,0.000,0.000,0.417,0.583,24.500,0.417,25,0,W,Working
528F2,4.500,0.000,0.000,0.048,0.000,0.048,0.048,3.500,0.095,30,4,W,Working
528G3,11.214,0.000,0.143,0.095,0.000,0.238,0.238,9.714,0.143,41,4,W,Working
528H9,0.000,0.143,0.571,0.048,0.000,0.619,0.762,0.000,0.000,37,2,W,Working
528K2,46.952,0.048,0.048,0.000,0.000,0.048,0.095,33.952,1.238,20,1,W,Working
528K5,15.861,0.944,0.000,1.222,0.111,1.333,2.278,14.694,0.111,18,0,D,Resign
528K6,31.083,0.750,0.667,0.000,0.000,0.667,1.417,24.083,0.667,34,0,W,Working
529H8,35.214,0.286,0.143,0.000,0.000,0.143,0.429,26.714,0.810,22,2,W,Working
529K4,27.850,0.100,0.100,0.000,0.000,0.100,0.200,21.550,0.600,28,0,D,Resign
529K5,29.900,0.143,0.000,0.000,0.000,0.000,0.143,20.600,0.886,33,0,W,Working
529K6,20.500,1.083,0.000,0.000,0.000,0.000,1.083,19.625,0.083,21,0,W,Working
530F1,15.357,0.000,0.000,0.000,0.238,0.238,0.238,12.857,0.238,41,4,W,Working
530F3,20.167,0.394,0.333,0.030,0.000,0.364,0.758,17.621,0.242,36,4,W,Working
530H2,40.262,0.000,0.048,0.000,0.000,0.048,0.048,34.762,0.524,32,3,W,Working
530H6,16.548,0.000,0.095,0.000,0.000,0.095,0.095,14.048,0.238,43,3,W,Working
530K2,25.643,0.143,0.476,0.190,0.000,0.667,0.810,21.643,0.381,28,1,W,Working
530K3,53.051,0.154,0.000,0.000,0.000,0.000,0.154,38.513,1.385,23,1,W,Working
530K5,58.342,0.000,0.000,0.000,0.000,0.000,0.000,41.211,1.632,37,0,W,Working
530K6,16.167,0.000,0.000,0.000,0.000,0.000,0.000,12.667,0.333,20,0,D,Resign
531G6,15.071,0.000,0.714,0.000,0.000,0.714,0.714,13.071,0.190,22,4,W,Working
531H4,13.542,0.000,0.000,0.000,0.000,0.000,0.000,13.542,0.000,22,2,D,Resign
531K2,41.381,0.238,0.048,0.190,0.000,0.238,0.476,32.381,0.857,25,1,W,Working
531K4,55.000,0.095,0.095,0.095,0.000,0.190,0.286,40.000,1.429,30,1,W,Working
531K5,38.421,0.105,0.895,0.000,0.000,0.895,1.000,30.132,0.789,25,0,W,Working
531K6,4.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,19,0,D,Resign
532G9,15.792,0.000,0.083,0.000,0.000,0.083,0.083,14.042,0.167,38,3,A,Resign
532H9,14.429,0.000,0.000,0.000,0.000,0.000,0.000,12.929,0.143,35,2,W,Working
532K2,59.619,0.000,0.000,0.000,0.000,0.000,0.000,41.119,1.762,28,1,W,Working
532K3,20.875,0.750,0.750,1.250,0.000,2.000,2.750,18.250,0.250,35,0,A,Resign
532K4,62.119,0.000,0.476,0.000,0.000,0.476,0.476,43.619,1.762,37,1,W,Working
532K5,46.316,0.105,0.000,0.000,0.000,0.000,0.105,35.263,1.053,28,0,W,Working
532K6,0.000,0.667,0.000,0.000,0.000,0.000,0.667,0.000,0.000,20,0,D,Resign
533G8,13.917,0.000,0.000,0.000,0.000,0.000,0.000,12.167,0.167,22,3,A,Resign
533H2,30.429,0.048,0.952,0.048,0.000,1.000,1.048,24.929,0.524,37,3,W,Working
533K3,28.000,0.000,0.000,0.000,0.000,0.000,0.000,22.750,0.500,35,0,A,Resign
533K5,44.250,0.500,0.167,0.000,0.000,0.167,0.667,30.250,1.333,24,0,D,Resign
533K6,21.667,0.333,0.250,0.083,0.000,0.333,0.667,19.042,0.250,20,0,A,Resign
534H3,15.476,0.000,0.000,0.000,0.000,0.000,0.000,12.976,0.238,37,3,W,Working
534K1,48.905,0.143,0.190,0.286,0.000,0.476,0.619,33.905,1.429,34,1,W,Working
534K2,48.429,0.095,0.095,0.000,0.000,0.095,0.190,34.929,1.286,39,1,W,Working
534K3,68.872,0.000,0.051,0.000,0.000,0.051,0.051,46.795,2.103,23,1,W,Working
534K5,1.250,0.000,0.000,0.000,0.000,0.000,0.000,1.250,0.000,20,0,D,Resign
534K6,8.167,0.000,0.000,0.000,0.000,0.000,0.000,8.167,0.000,25,0,A,Resign
535G4,16.950,0.000,0.000,0.000,0.000,0.000,0.000,14.850,0.200,29,3,A,Resign
535K2,21.905,0.000,0.048,0.048,0.000,0.095,0.095,21.905,0.000,27,1,W,Working
535K4,39.750,0.500,0.000,1.500,0.000,1.500,2.000,29.250,1.000,18,0,A,Resign
535K5,1.250,0.000,0.000,0.000,0.000,0.000,0.000,1.250,0.000,19,0,D,Resign
535K6,43.500,0.000,0.000,0.000,0.000,0.000,0.000,31.250,1.167,29,0,D,Resign
536F1,8.125,0.250,0.000,0.000,0.000,0.000,0.250,8.125,0.000,31,4,D,Resign
536K1,51.500,0.190,0.143,0.333,0.095,0.571,0.762,37.000,1.381,32,1,W,Working
536K4,3.750,0.000,0.000,0.000,0.000,0.000,0.000,3.750,0.000,29,0,D,Resign
536K5,13.625,0.000,0.000,0.000,0.000,0.000,0.000,8.375,0.500,20,0,D,Resign
536K6,44.083,0.250,0.000,0.000,0.000,0.000,0.250,32.708,1.083,33,0,W,Working
